Column1,AREA,OCC_CODE,AREA_NAME,TOT_EMP,OCC_TITLE,NORM_EMP
121791,42644,49-9012,"Seattle-Bellevue-Everett, WA Metropolitan Division",150.0,"Control and Valve Installers and Repairers, Except Mechanical Door",15.0
121792,42644,49-9021,"Seattle-Bellevue-Everett, WA Metropolitan Division",2160.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",216.0
121793,42644,49-9031,"Seattle-Bellevue-Everett, WA Metropolitan Division",610.0,Home Appliance Repairers,61.0
121794,42644,49-9041,"Seattle-Bellevue-Everett, WA Metropolitan Division",2390.0,Industrial Machinery Mechanics,239.0
121795,42644,49-9043,"Seattle-Bellevue-Everett, WA Metropolitan Division",260.0,"Maintenance Workers, Machinery",26.0
121796,42644,49-9044,"Seattle-Bellevue-Everett, WA Metropolitan Division",180.0,Millwrights,18.0
121797,42644,49-9051,"Seattle-Bellevue-Everett, WA Metropolitan Division",410.0,Electrical Power-Line Installers and Repairers,41.0
121798,42644,49-9052,"Seattle-Bellevue-Everett, WA Metropolitan Division",730.0,Telecommunications Line Installers and Repairers,73.0
121799,42644,49-9062,"Seattle-Bellevue-Everett, WA Metropolitan Division",480.0,Medical Equipment Repairers,48.0
121801,42644,49-9069,"Seattle-Bellevue-Everett, WA Metropolitan Division",180.0,"Precision Instrument and Equipment Repairers, All Other",18.0
121802,42644,49-9071,"Seattle-Bellevue-Everett, WA Metropolitan Division",14190.0,"Maintenance and Repair Workers, General",1419.0
121803,42644,49-9091,"Seattle-Bellevue-Everett, WA Metropolitan Division",250.0,"Coin, Vending, and Amusement Machine Servicers and Repairers",25.0
121804,42644,49-9096,"Seattle-Bellevue-Everett, WA Metropolitan Division",140.0,Riggers,14.0
121805,42644,49-9097,"Seattle-Bellevue-Everett, WA Metropolitan Division",130.0,Signal and Track Switch Repairers,13.0
121806,42644,49-9098,"Seattle-Bellevue-Everett, WA Metropolitan Division",810.0,"Helpers--Installation, Maintenance, and Repair Workers",81.0
121807,42644,49-9099,"Seattle-Bellevue-Everett, WA Metropolitan Division",940.0,"Installation, Maintenance, and Repair Workers, All Other",94.0
121809,42644,51-1011,"Seattle-Bellevue-Everett, WA Metropolitan Division",6960.0,First-Line Supervisors of Production and Operating Workers,696.0
121810,42644,51-2028,"Seattle-Bellevue-Everett, WA Metropolitan Division",3120.0,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",312.0
121811,42644,51-2031,"Seattle-Bellevue-Everett, WA Metropolitan Division",460.0,Engine and Other Machine Assemblers,46.0
121812,42644,51-2041,"Seattle-Bellevue-Everett, WA Metropolitan Division",950.0,Structural Metal Fabricators and Fitters,95.0
121813,42644,51-2091,"Seattle-Bellevue-Everett, WA Metropolitan Division",630.0,Fiberglass Laminators and Fabricators,63.0
121814,42644,51-2098,"Seattle-Bellevue-Everett, WA Metropolitan Division",9220.0,"Assemblers and Fabricators, All Other, Including Team Assemblers",922.0
121815,42644,51-3011,"Seattle-Bellevue-Everett, WA Metropolitan Division",2850.0,Bakers,285.0
121816,42644,51-3021,"Seattle-Bellevue-Everett, WA Metropolitan Division",1410.0,Butchers and Meat Cutters,141.0
121817,42644,51-3022,"Seattle-Bellevue-Everett, WA Metropolitan Division",1390.0,"Meat, Poultry, and Fish Cutters and Trimmers",139.0
121818,42644,51-3023,"Seattle-Bellevue-Everett, WA Metropolitan Division",230.0,Slaughterers and Meat Packers,23.0
121819,42644,51-3092,"Seattle-Bellevue-Everett, WA Metropolitan Division",2490.0,Food Batchmakers,249.0
121820,42644,51-3093,"Seattle-Bellevue-Everett, WA Metropolitan Division",290.0,Food Cooking Machine Operators and Tenders,29.0
121821,42644,51-3099,"Seattle-Bellevue-Everett, WA Metropolitan Division",60.0,"Food Processing Workers, All Other",6.0
121822,42644,51-4011,"Seattle-Bellevue-Everett, WA Metropolitan Division",1140.0,"Computer-Controlled Machine Tool Operators, Metal and Plastic",114.0
121823,42644,51-4021,"Seattle-Bellevue-Everett, WA Metropolitan Division",300.0,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",30.0
121824,42644,51-4023,"Seattle-Bellevue-Everett, WA Metropolitan Division",140.0,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",14.0
121825,42644,51-4031,"Seattle-Bellevue-Everett, WA Metropolitan Division",980.0,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",98.0
121826,42644,51-4032,"Seattle-Bellevue-Everett, WA Metropolitan Division",30.0,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.0
121827,42644,51-4033,"Seattle-Bellevue-Everett, WA Metropolitan Division",640.0,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",64.0
121828,42644,51-4034,"Seattle-Bellevue-Everett, WA Metropolitan Division",120.0,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",12.0
121829,42644,51-4035,"Seattle-Bellevue-Everett, WA Metropolitan Division",140.0,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",14.0
121830,42644,51-4041,"Seattle-Bellevue-Everett, WA Metropolitan Division",6210.0,Machinists,621.0
121831,42644,51-4061,"Seattle-Bellevue-Everett, WA Metropolitan Division",40.0,"Model Makers, Metal and Plastic",4.0
121833,42644,51-4072,"Seattle-Bellevue-Everett, WA Metropolitan Division",950.0,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",95.0
121834,42644,51-4081,"Seattle-Bellevue-Everett, WA Metropolitan Division",300.0,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",30.0
121835,42644,51-4121,"Seattle-Bellevue-Everett, WA Metropolitan Division",3650.0,"Welders, Cutters, Solderers, and Brazers",365.0
121836,42644,51-4122,"Seattle-Bellevue-Everett, WA Metropolitan Division",90.0,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",9.0
121837,42644,51-4191,"Seattle-Bellevue-Everett, WA Metropolitan Division",80.0,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",8.0
121838,42644,51-4192,"Seattle-Bellevue-Everett, WA Metropolitan Division",70.0,"Layout Workers, Metal and Plastic",7.0
121839,42644,51-4193,"Seattle-Bellevue-Everett, WA Metropolitan Division",330.0,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",33.0
121840,42644,51-4194,"Seattle-Bellevue-Everett, WA Metropolitan Division",100.0,"Tool Grinders, Filers, and Sharpeners",10.0
121841,42644,51-4199,"Seattle-Bellevue-Everett, WA Metropolitan Division",130.0,"Metal Workers and Plastic Workers, All Other",13.0
121842,42644,51-5111,"Seattle-Bellevue-Everett, WA Metropolitan Division",280.0,Prepress Technicians and Workers,28.0
121843,42644,51-5112,"Seattle-Bellevue-Everett, WA Metropolitan Division",1400.0,Printing Press Operators,140.0
121845,42644,51-6011,"Seattle-Bellevue-Everett, WA Metropolitan Division",1300.0,Laundry and Dry-Cleaning Workers,130.0
121846,42644,51-6021,"Seattle-Bellevue-Everett, WA Metropolitan Division",320.0,"Pressers, Textile, Garment, and Related Materials",32.0
121847,42644,51-6031,"Seattle-Bellevue-Everett, WA Metropolitan Division",1770.0,Sewing Machine Operators,177.0
121848,42644,51-6052,"Seattle-Bellevue-Everett, WA Metropolitan Division",150.0,"Tailors, Dressmakers, and Custom Sewers",15.0
121849,42644,51-6062,"Seattle-Bellevue-Everett, WA Metropolitan Division",60.0,"Textile Cutting Machine Setters, Operators, and Tenders",6.0
121852,42644,51-6091,"Seattle-Bellevue-Everett, WA Metropolitan Division",130.0,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",13.0
121853,42644,51-6092,"Seattle-Bellevue-Everett, WA Metropolitan Division",50.0,Fabric and Apparel Patternmakers,5.0
121854,42644,51-6093,"Seattle-Bellevue-Everett, WA Metropolitan Division",150.0,Upholsterers,15.0
121855,42644,51-7011,"Seattle-Bellevue-Everett, WA Metropolitan Division",920.0,Cabinetmakers and Bench Carpenters,92.0
121856,42644,51-7021,"Seattle-Bellevue-Everett, WA Metropolitan Division",230.0,Furniture Finishers,23.0
121857,42644,51-7041,"Seattle-Bellevue-Everett, WA Metropolitan Division",340.0,"Sawing Machine Setters, Operators, and Tenders, Wood",34.0
121858,42644,51-7042,"Seattle-Bellevue-Everett, WA Metropolitan Division",470.0,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",47.0
121859,42644,51-8012,"Seattle-Bellevue-Everett, WA Metropolitan Division",60.0,Power Distributors and Dispatchers,6.0
121860,42644,51-8013,"Seattle-Bellevue-Everett, WA Metropolitan Division",100.0,Power Plant Operators,10.0
121861,42644,51-8021,"Seattle-Bellevue-Everett, WA Metropolitan Division",140.0,Stationary Engineers and Boiler Operators,14.0
121862,42644,51-8031,"Seattle-Bellevue-Everett, WA Metropolitan Division",800.0,Water and Wastewater Treatment Plant and System Operators,80.0
121864,42644,51-9011,"Seattle-Bellevue-Everett, WA Metropolitan Division",180.0,Chemical Equipment Operators and Tenders,18.0
121865,42644,51-9012,"Seattle-Bellevue-Everett, WA Metropolitan Division",420.0,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",42.0
121866,42644,51-9021,"Seattle-Bellevue-Everett, WA Metropolitan Division",140.0,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",14.0
121867,42644,51-9022,"Seattle-Bellevue-Everett, WA Metropolitan Division",120.0,"Grinding and Polishing Workers, Hand",12.0
121868,42644,51-9023,"Seattle-Bellevue-Everett, WA Metropolitan Division",730.0,"Mixing and Blending Machine Setters, Operators, and Tenders",73.0
121869,42644,51-9031,"Seattle-Bellevue-Everett, WA Metropolitan Division",80.0,"Cutters and Trimmers, Hand",8.0
121870,42644,51-9032,"Seattle-Bellevue-Everett, WA Metropolitan Division",600.0,"Cutting and Slicing Machine Setters, Operators, and Tenders",60.0
121871,42644,51-9041,"Seattle-Bellevue-Everett, WA Metropolitan Division",620.0,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",62.0
121872,42644,51-9051,"Seattle-Bellevue-Everett, WA Metropolitan Division",110.0,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",11.0
121873,42644,51-9061,"Seattle-Bellevue-Everett, WA Metropolitan Division",7800.0,"Inspectors, Testers, Sorters, Samplers, and Weighers",780.0
121874,42644,51-9071,"Seattle-Bellevue-Everett, WA Metropolitan Division",110.0,Jewelers and Precious Stone and Metal Workers,11.0
121875,42644,51-9081,"Seattle-Bellevue-Everett, WA Metropolitan Division",360.0,Dental Laboratory Technicians,36.0
121876,42644,51-9082,"Seattle-Bellevue-Everett, WA Metropolitan Division",90.0,Medical Appliance Technicians,9.0
121877,42644,51-9083,"Seattle-Bellevue-Everett, WA Metropolitan Division",210.0,Ophthalmic Laboratory Technicians,21.0
121878,42644,51-9111,"Seattle-Bellevue-Everett, WA Metropolitan Division",2660.0,Packaging and Filling Machine Operators and Tenders,266.0
121879,42644,51-9121,"Seattle-Bellevue-Everett, WA Metropolitan Division",820.0,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",82.0
121880,42644,51-9122,"Seattle-Bellevue-Everett, WA Metropolitan Division",1510.0,"Painters, Transportation Equipment",151.0
121881,42644,51-9123,"Seattle-Bellevue-Everett, WA Metropolitan Division",150.0,"Painting, Coating, and Decorating Workers",15.0
121883,42644,51-9151,"Seattle-Bellevue-Everett, WA Metropolitan Division",90.0,Photographic Process Workers and Processing Machine Operators,9.0
121885,42644,51-9195,"Seattle-Bellevue-Everett, WA Metropolitan Division",290.0,"Molders, Shapers, and Casters, Except Metal and Plastic",29.0
121886,42644,51-9196,"Seattle-Bellevue-Everett, WA Metropolitan Division",510.0,"Paper Goods Machine Setters, Operators, and Tenders",51.0
121887,42644,51-9198,"Seattle-Bellevue-Everett, WA Metropolitan Division",3460.0,Helpers--Production Workers,346.0
121888,42644,51-9199,"Seattle-Bellevue-Everett, WA Metropolitan Division",2400.0,"Production Workers, All Other",240.0
121891,42644,53-1048,"Seattle-Bellevue-Everett, WA Metropolitan Division",4680.0,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",468.0
121892,42644,53-2011,"Seattle-Bellevue-Everett, WA Metropolitan Division",2290.0,"Airline Pilots, Copilots, and Flight Engineers",229.0
121893,42644,53-2012,"Seattle-Bellevue-Everett, WA Metropolitan Division",530.0,Commercial Pilots,53.0
121894,42644,53-2022,"Seattle-Bellevue-Everett, WA Metropolitan Division",120.0,Airfield Operations Specialists,12.0
121895,42644,53-2031,"Seattle-Bellevue-Everett, WA Metropolitan Division",3790.0,Flight Attendants,379.0
121896,42644,53-3021,"Seattle-Bellevue-Everett, WA Metropolitan Division",3570.0,"Bus Drivers, Transit and Intercity",357.0
121897,42644,53-3022,"Seattle-Bellevue-Everett, WA Metropolitan Division",4630.0,"Bus Drivers, School or Special Client",463.0
121898,42644,53-3031,"Seattle-Bellevue-Everett, WA Metropolitan Division",3960.0,Driver/Sales Workers,396.0
121899,42644,53-3032,"Seattle-Bellevue-Everett, WA Metropolitan Division",11320.0,Heavy and Tractor-Trailer Truck Drivers,1132.0
121900,42644,53-3033,"Seattle-Bellevue-Everett, WA Metropolitan Division",8900.0,Light Truck or Delivery Services Drivers,890.0
121901,42644,53-3041,"Seattle-Bellevue-Everett, WA Metropolitan Division",2650.0,Taxi Drivers and Chauffeurs,265.0
121902,42644,53-3099,"Seattle-Bellevue-Everett, WA Metropolitan Division",1110.0,"Motor Vehicle Operators, All Other",111.0
121903,42644,53-4011,"Seattle-Bellevue-Everett, WA Metropolitan Division",340.0,Locomotive Engineers,34.0
121906,42644,53-5011,"Seattle-Bellevue-Everett, WA Metropolitan Division",1720.0,Sailors and Marine Oilers,172.0
121907,42644,53-5021,"Seattle-Bellevue-Everett, WA Metropolitan Division",1580.0,"Captains, Mates, and Pilots of Water Vessels",158.0
121908,42644,53-5022,"Seattle-Bellevue-Everett, WA Metropolitan Division",120.0,Motorboat Operators,12.0
121909,42644,53-5031,"Seattle-Bellevue-Everett, WA Metropolitan Division",570.0,Ship Engineers,57.0
121910,42644,53-6011,"Seattle-Bellevue-Everett, WA Metropolitan Division",60.0,Bridge and Lock Tenders,6.0
121911,42644,53-6021,"Seattle-Bellevue-Everett, WA Metropolitan Division",2250.0,Parking Lot Attendants,225.0
121912,42644,53-6031,"Seattle-Bellevue-Everett, WA Metropolitan Division",770.0,Automotive and Watercraft Service Attendants,77.0
121914,42644,53-6051,"Seattle-Bellevue-Everett, WA Metropolitan Division",380.0,Transportation Inspectors,38.0
121915,42644,53-6061,"Seattle-Bellevue-Everett, WA Metropolitan Division",940.0,"Transportation Attendants, Except Flight Attendants",94.0
121916,42644,53-6099,"Seattle-Bellevue-Everett, WA Metropolitan Division",1170.0,"Transportation Workers, All Other",117.0
121918,42644,53-7021,"Seattle-Bellevue-Everett, WA Metropolitan Division",700.0,Crane and Tower Operators,70.0
121919,42644,53-7032,"Seattle-Bellevue-Everett, WA Metropolitan Division",220.0,Excavating and Loading Machine and Dragline Operators,22.0
121920,42644,53-7051,"Seattle-Bellevue-Everett, WA Metropolitan Division",5500.0,Industrial Truck and Tractor Operators,550.0
121921,42644,53-7061,"Seattle-Bellevue-Everett, WA Metropolitan Division",3040.0,Cleaners of Vehicles and Equipment,304.0
121922,42644,53-7062,"Seattle-Bellevue-Everett, WA Metropolitan Division",37990.0,"Laborers and Freight, Stock, and Material Movers, Hand",3799.0
121924,42644,53-7064,"Seattle-Bellevue-Everett, WA Metropolitan Division",8480.0,"Packers and Packagers, Hand",848.0
121925,42644,53-7081,"Seattle-Bellevue-Everett, WA Metropolitan Division",770.0,Refuse and Recyclable Material Collectors,77.0
121926,42644,53-7199,"Seattle-Bellevue-Everett, WA Metropolitan Division",160.0,"Material Moving Workers, All Other",16.0
146037,71654,11-1011,"Boston-Cambridge-Newton, MA NECTA Division",6180.0,Chief Executives,618.0
146038,71654,11-1021,"Boston-Cambridge-Newton, MA NECTA Division",41160.0,General and Operations Managers,4116.0
146039,71654,11-1031,"Boston-Cambridge-Newton, MA NECTA Division",240.0,Legislators,24.0
146040,71654,11-2011,"Boston-Cambridge-Newton, MA NECTA Division",1050.0,Advertising and Promotions Managers,105.0
146041,71654,11-2021,"Boston-Cambridge-Newton, MA NECTA Division",8960.0,Marketing Managers,896.0
146042,71654,11-2022,"Boston-Cambridge-Newton, MA NECTA Division",9940.0,Sales Managers,994.0
146043,71654,11-2031,"Boston-Cambridge-Newton, MA NECTA Division",3270.0,Public Relations and Fundraising Managers,327.0
146044,71654,11-3011,"Boston-Cambridge-Newton, MA NECTA Division",8240.0,Administrative Services Managers,824.0
146045,71654,11-3021,"Boston-Cambridge-Newton, MA NECTA Division",11400.0,Computer and Information Systems Managers,1140.0
146046,71654,11-3031,"Boston-Cambridge-Newton, MA NECTA Division",21390.0,Financial Managers,2139.0
146047,71654,11-3051,"Boston-Cambridge-Newton, MA NECTA Division",2640.0,Industrial Production Managers,264.0
146048,71654,11-3061,"Boston-Cambridge-Newton, MA NECTA Division",1600.0,Purchasing Managers,160.0
146049,71654,11-3071,"Boston-Cambridge-Newton, MA NECTA Division",1460.0,"Transportation, Storage, and Distribution Managers",146.0
146050,71654,11-3111,"Boston-Cambridge-Newton, MA NECTA Division",540.0,Compensation and Benefits Managers,54.0
146051,71654,11-3121,"Boston-Cambridge-Newton, MA NECTA Division",3660.0,Human Resources Managers,366.0
146052,71654,11-3131,"Boston-Cambridge-Newton, MA NECTA Division",1090.0,Training and Development Managers,109.0
146053,71654,11-9021,"Boston-Cambridge-Newton, MA NECTA Division",3820.0,Construction Managers,382.0
146054,71654,11-9031,"Boston-Cambridge-Newton, MA NECTA Division",840.0,"Education Administrators, Preschool and Childcare Center/Program",84.0
146055,71654,11-9032,"Boston-Cambridge-Newton, MA NECTA Division",2990.0,"Education Administrators, Elementary and Secondary School",299.0
146057,71654,11-9039,"Boston-Cambridge-Newton, MA NECTA Division",400.0,"Education Administrators, All Other",40.0
146058,71654,11-9041,"Boston-Cambridge-Newton, MA NECTA Division",4260.0,Architectural and Engineering Managers,426.0
146059,71654,11-9051,"Boston-Cambridge-Newton, MA NECTA Division",3680.0,Food Service Managers,368.0
146060,71654,11-9061,"Boston-Cambridge-Newton, MA NECTA Division",70.0,Funeral Service Managers,7.0
146061,71654,11-9081,"Boston-Cambridge-Newton, MA NECTA Division",380.0,Lodging Managers,38.0
146062,71654,11-9111,"Boston-Cambridge-Newton, MA NECTA Division",7130.0,Medical and Health Services Managers,713.0
146063,71654,11-9121,"Boston-Cambridge-Newton, MA NECTA Division",2710.0,Natural Sciences Managers,271.0
146064,71654,11-9131,"Boston-Cambridge-Newton, MA NECTA Division",80.0,Postmasters and Mail Superintendents,8.0
146065,71654,11-9141,"Boston-Cambridge-Newton, MA NECTA Division",3390.0,"Property, Real Estate, and Community Association Managers",339.0
146066,71654,11-9151,"Boston-Cambridge-Newton, MA NECTA Division",3360.0,Social and Community Service Managers,336.0
146067,71654,11-9161,"Boston-Cambridge-Newton, MA NECTA Division",60.0,Emergency Management Directors,6.0
146068,71654,11-9199,"Boston-Cambridge-Newton, MA NECTA Division",5100.0,"Managers, All Other",510.0
146070,71654,13-1011,"Boston-Cambridge-Newton, MA NECTA Division",280.0,"Agents and Business Managers of Artists, Performers, and Athletes",28.0
146072,71654,13-1031,"Boston-Cambridge-Newton, MA NECTA Division",4320.0,"Claims Adjusters, Examiners, and Investigators",432.0
146073,71654,13-1032,"Boston-Cambridge-Newton, MA NECTA Division",250.0,"Insurance Appraisers, Auto Damage",25.0
146074,71654,13-1041,"Boston-Cambridge-Newton, MA NECTA Division",4690.0,Compliance Officers,469.0
146075,71654,13-1051,"Boston-Cambridge-Newton, MA NECTA Division",2540.0,Cost Estimators,254.0
146076,71654,13-1071,"Boston-Cambridge-Newton, MA NECTA Division",9650.0,Human Resources Specialists,965.0
146077,71654,13-1075,"Boston-Cambridge-Newton, MA NECTA Division",1240.0,Labor Relations Specialists,124.0
146078,71654,13-1081,"Boston-Cambridge-Newton, MA NECTA Division",1460.0,Logisticians,146.0
146079,71654,13-1111,"Boston-Cambridge-Newton, MA NECTA Division",16350.0,Management Analysts,1635.0
146080,71654,13-1121,"Boston-Cambridge-Newton, MA NECTA Division",2020.0,"Meeting, Convention, and Event Planners",202.0
146081,71654,13-1131,"Boston-Cambridge-Newton, MA NECTA Division",2840.0,Fundraisers,284.0
146082,71654,13-1141,"Boston-Cambridge-Newton, MA NECTA Division",1170.0,"Compensation, Benefits, and Job Analysis Specialists",117.0
146083,71654,13-1151,"Boston-Cambridge-Newton, MA NECTA Division",3940.0,Training and Development Specialists,394.0
146084,71654,13-1161,"Boston-Cambridge-Newton, MA NECTA Division",13840.0,Market Research Analysts and Marketing Specialists,1384.0
146085,71654,13-1199,"Boston-Cambridge-Newton, MA NECTA Division",8620.0,"Business Operations Specialists, All Other",862.0
146086,71654,13-2011,"Boston-Cambridge-Newton, MA NECTA Division",24040.0,Accountants and Auditors,2404.0
146087,71654,13-2021,"Boston-Cambridge-Newton, MA NECTA Division",790.0,Appraisers and Assessors of Real Estate,79.0
146088,71654,13-2031,"Boston-Cambridge-Newton, MA NECTA Division",1150.0,Budget Analysts,115.0
146089,71654,13-2041,"Boston-Cambridge-Newton, MA NECTA Division",1380.0,Credit Analysts,138.0
146090,71654,13-2051,"Boston-Cambridge-Newton, MA NECTA Division",9670.0,Financial Analysts,967.0
146091,71654,13-2052,"Boston-Cambridge-Newton, MA NECTA Division",6260.0,Personal Financial Advisors,626.0
146092,71654,13-2053,"Boston-Cambridge-Newton, MA NECTA Division",2490.0,Insurance Underwriters,249.0
146093,71654,13-2061,"Boston-Cambridge-Newton, MA NECTA Division",1180.0,Financial Examiners,118.0
146094,71654,13-2071,"Boston-Cambridge-Newton, MA NECTA Division",980.0,Credit Counselors,98.0
146095,71654,13-2072,"Boston-Cambridge-Newton, MA NECTA Division",3320.0,Loan Officers,332.0
146096,71654,13-2081,"Boston-Cambridge-Newton, MA NECTA Division",990.0,"Tax Examiners and Collectors, and Revenue Agents",99.0
146097,71654,13-2082,"Boston-Cambridge-Newton, MA NECTA Division",1330.0,Tax Preparers,133.0
146098,71654,13-2099,"Boston-Cambridge-Newton, MA NECTA Division",2200.0,"Financial Specialists, All Other",220.0
146100,71654,15-1111,"Boston-Cambridge-Newton, MA NECTA Division",710.0,Computer and Information Research Scientists,71.0
146101,71654,15-1121,"Boston-Cambridge-Newton, MA NECTA Division",10210.0,Computer Systems Analysts,1021.0
146102,71654,15-1122,"Boston-Cambridge-Newton, MA NECTA Division",2540.0,Information Security Analysts,254.0
146103,71654,15-1131,"Boston-Cambridge-Newton, MA NECTA Division",3290.0,Computer Programmers,329.0
146104,71654,15-1132,"Boston-Cambridge-Newton, MA NECTA Division",20290.0,"Software Developers, Applications",2029.0
146105,71654,15-1133,"Boston-Cambridge-Newton, MA NECTA Division",17320.0,"Software Developers, Systems Software",1732.0
146106,71654,15-1134,"Boston-Cambridge-Newton, MA NECTA Division",3010.0,Web Developers,301.0
146107,71654,15-1141,"Boston-Cambridge-Newton, MA NECTA Division",1980.0,Database Administrators,198.0
146108,71654,15-1142,"Boston-Cambridge-Newton, MA NECTA Division",5960.0,Network and Computer Systems Administrators,596.0
146109,71654,15-1143,"Boston-Cambridge-Newton, MA NECTA Division",4050.0,Computer Network Architects,405.0
146110,71654,15-1151,"Boston-Cambridge-Newton, MA NECTA Division",13110.0,Computer User Support Specialists,1311.0
146111,71654,15-1152,"Boston-Cambridge-Newton, MA NECTA Division",2040.0,Computer Network Support Specialists,204.0
146112,71654,15-1199,"Boston-Cambridge-Newton, MA NECTA Division",6990.0,"Computer Occupations, All Other",699.0
146113,71654,15-2011,"Boston-Cambridge-Newton, MA NECTA Division",880.0,Actuaries,88.0
146114,71654,15-2031,"Boston-Cambridge-Newton, MA NECTA Division",3180.0,Operations Research Analysts,318.0
146115,71654,15-2041,"Boston-Cambridge-Newton, MA NECTA Division",2290.0,Statisticians,229.0
146117,71654,17-1011,"Boston-Cambridge-Newton, MA NECTA Division",2520.0,"Architects, Except Landscape and Naval",252.0
146118,71654,17-1012,"Boston-Cambridge-Newton, MA NECTA Division",570.0,Landscape Architects,57.0
146119,71654,17-1022,"Boston-Cambridge-Newton, MA NECTA Division",540.0,Surveyors,54.0
146120,71654,17-2011,"Boston-Cambridge-Newton, MA NECTA Division",410.0,Aerospace Engineers,41.0
146121,71654,17-2031,"Boston-Cambridge-Newton, MA NECTA Division",1840.0,Biomedical Engineers,184.0
146122,71654,17-2041,"Boston-Cambridge-Newton, MA NECTA Division",640.0,Chemical Engineers,64.0
146123,71654,17-2051,"Boston-Cambridge-Newton, MA NECTA Division",4750.0,Civil Engineers,475.0
146124,71654,17-2061,"Boston-Cambridge-Newton, MA NECTA Division",1450.0,Computer Hardware Engineers,145.0
146125,71654,17-2071,"Boston-Cambridge-Newton, MA NECTA Division",4620.0,Electrical Engineers,462.0
146126,71654,17-2072,"Boston-Cambridge-Newton, MA NECTA Division",2290.0,"Electronics Engineers, Except Computer",229.0
146127,71654,17-2081,"Boston-Cambridge-Newton, MA NECTA Division",1740.0,Environmental Engineers,174.0
146128,71654,17-2111,"Boston-Cambridge-Newton, MA NECTA Division",330.0,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",33.0
146129,71654,17-2112,"Boston-Cambridge-Newton, MA NECTA Division",5160.0,Industrial Engineers,516.0
146130,71654,17-2121,"Boston-Cambridge-Newton, MA NECTA Division",60.0,Marine Engineers and Naval Architects,6.0
146131,71654,17-2131,"Boston-Cambridge-Newton, MA NECTA Division",320.0,Materials Engineers,32.0
146132,71654,17-2141,"Boston-Cambridge-Newton, MA NECTA Division",5120.0,Mechanical Engineers,512.0
146133,71654,17-2199,"Boston-Cambridge-Newton, MA NECTA Division",1730.0,"Engineers, All Other",173.0
146134,71654,17-3011,"Boston-Cambridge-Newton, MA NECTA Division",1480.0,Architectural and Civil Drafters,148.0
146135,71654,17-3012,"Boston-Cambridge-Newton, MA NECTA Division",550.0,Electrical and Electronics Drafters,55.0
146136,71654,17-3013,"Boston-Cambridge-Newton, MA NECTA Division",900.0,Mechanical Drafters,90.0
146138,71654,17-3022,"Boston-Cambridge-Newton, MA NECTA Division",410.0,Civil Engineering Technicians,41.0
146139,71654,17-3023,"Boston-Cambridge-Newton, MA NECTA Division",1920.0,Electrical and Electronics Engineering Technicians,192.0
146140,71654,17-3024,"Boston-Cambridge-Newton, MA NECTA Division",230.0,Electro-Mechanical Technicians,23.0
146141,71654,17-3025,"Boston-Cambridge-Newton, MA NECTA Division",270.0,Environmental Engineering Technicians,27.0
146142,71654,17-3026,"Boston-Cambridge-Newton, MA NECTA Division",910.0,Industrial Engineering Technicians,91.0
146143,71654,17-3027,"Boston-Cambridge-Newton, MA NECTA Division",530.0,Mechanical Engineering Technicians,53.0
146144,71654,17-3029,"Boston-Cambridge-Newton, MA NECTA Division",1500.0,"Engineering Technicians, Except Drafters, All Other",150.0
146145,71654,17-3031,"Boston-Cambridge-Newton, MA NECTA Division",210.0,Surveying and Mapping Technicians,21.0
146148,71654,19-1012,"Boston-Cambridge-Newton, MA NECTA Division",190.0,Food Scientists and Technologists,19.0
146149,71654,19-1021,"Boston-Cambridge-Newton, MA NECTA Division",3040.0,Biochemists and Biophysicists,304.0
146150,71654,19-1022,"Boston-Cambridge-Newton, MA NECTA Division",600.0,Microbiologists,60.0
146151,71654,19-1029,"Boston-Cambridge-Newton, MA NECTA Division",3420.0,"Biological Scientists, All Other",342.0
